asset_id,owner,technology,capacity_mw,commission_year,retirement_year,decision_year,design,seed
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,101
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,101
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,101
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,101
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,101
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,101
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,101
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,101
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,101
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,101
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,101
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,101
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,101
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,101
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,101
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,101
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,101
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,101
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,101
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,101
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,101
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,101
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,101
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,101
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,101
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,101
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,101
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,101
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,101
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,101
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,101
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,101
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,101
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,101
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,101
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,101
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,101
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,101
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,101
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,101
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,101
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,101
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,101
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,101
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,101
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,101
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,101
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,101
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,101
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,101
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,101
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,101
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,101
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,101
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,102
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,102
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,102
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,102
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,102
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,102
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,102
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,102
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,102
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,102
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,102
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,102
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,102
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,102
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,102
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,102
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,102
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,102
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,102
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,102
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,102
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,102
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,102
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,102
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,102
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,102
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,102
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,102
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,102
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,102
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,102
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,102
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,102
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,102
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,102
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,102
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,102
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,102
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,102
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,102
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,102
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,102
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,102
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,102
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,102
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,102
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,102
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,102
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,102
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,102
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,102
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,102
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,102
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,102
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,103
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,103
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,103
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,103
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,103
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,103
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,103
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,103
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,103
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,103
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,103
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,103
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,103
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,103
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,103
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,103
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,103
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,103
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,103
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,103
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,103
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,103
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,103
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,103
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,103
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,103
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,103
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,103
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,103
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,103
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,103
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,103
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,103
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,103
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,103
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,103
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,103
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,103
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,103
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,103
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,103
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,103
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,103
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,103
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,103
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,103
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,103
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,103
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,103
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,103
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,103
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,103
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,103
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,103
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,104
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,104
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,104
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,104
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,104
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,104
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,104
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,104
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,104
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,104
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,104
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,104
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,104
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,104
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,104
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,104
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,104
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,104
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,104
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,104
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,104
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,104
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,104
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,104
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,104
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,104
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,104
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,104
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,104
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,104
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,104
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,104
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,104
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,104
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,104
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,104
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,104
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,stylised_capacity_payment,104
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,stylised_capacity_payment,104
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,stylised_capacity_payment,104
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,stylised_capacity_payment,104
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,stylised_capacity_payment,104
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,stylised_capacity_payment,104
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,stylised_capacity_payment,104
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,stylised_capacity_payment,104
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,stylised_capacity_payment,104
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,stylised_capacity_payment,104
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,stylised_capacity_payment,104
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,stylised_capacity_payment,104
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,stylised_capacity_payment,104
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,stylised_capacity_payment,104
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,stylised_capacity_payment,104
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,stylised_capacity_payment,104
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,stylised_capacity_payment,104
legacy-gas,legacy,gas,14000.0,2008,2035,,energy_only,105
retiring-gas,legacy,gas,3000.0,2001,2029,,energy_only,105
legacy-peaker,legacy,peaker,3000.0,2018,2038,,energy_only,105
legacy-wind,legacy,wind,12000.0,2020,2045,,energy_only,105
legacy-solar,legacy,solar,9000.0,2020,2045,,energy_only,105
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,energy_only,105
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,energy_only,105
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,energy_only,105
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,energy_only,105
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,energy_only,105
gas-a-2027,gas-a,gas,1250.0,2029,2054,2027.0,energy_only,105
peaker-a-2027,peaker-a,peaker,1600.0,2028,2048,2027.0,energy_only,105
solar-a-2027,solar-a,solar,2000.0,2028,2053,2027.0,energy_only,105
wind-a-2027,wind-a,wind,1250.0,2029,2054,2027.0,energy_only,105
wind-b-2027,wind-b,wind,500.0,2029,2054,2027.0,energy_only,105
gas-a-2028,gas-a,gas,1250.0,2030,2055,2028.0,energy_only,105
peaker-a-2028,peaker-a,peaker,1600.0,2029,2049,2028.0,energy_only,105
solar-a-2028,solar-a,solar,2000.0,2029,2054,2028.0,energy_only,105
wind-a-2028,wind-a,wind,1250.0,2030,2055,2028.0,energy_only,105
wind-b-2028,wind-b,wind,500.0,2030,2055,2028.0,energy_only,105
gas-a-2029,gas-a,gas,1250.0,2031,2056,2029.0,energy_only,105
peaker-a-2029,peaker-a,peaker,1600.0,2030,2050,2029.0,energy_only,105
solar-a-2029,solar-a,solar,2000.0,2030,2055,2029.0,energy_only,105
wind-a-2029,wind-a,wind,1250.0,2031,2056,2029.0,energy_only,105
wind-b-2029,wind-b,wind,500.0,2031,2056,2029.0,energy_only,105
peaker-a-2030,peaker-a,peaker,1600.0,2031,2051,2030.0,energy_only,105
solar-a-2030,solar-a,solar,2000.0,2031,2056,2030.0,energy_only,105
legacy-gas,legacy,gas,14000.0,2008,2035,,stylised_capacity_payment,105
retiring-gas,legacy,gas,3000.0,2001,2029,,stylised_capacity_payment,105
legacy-peaker,legacy,peaker,3000.0,2018,2038,,stylised_capacity_payment,105
legacy-wind,legacy,wind,12000.0,2020,2045,,stylised_capacity_payment,105
legacy-solar,legacy,solar,9000.0,2020,2045,,stylised_capacity_payment,105
gas-a-2026,gas-a,gas,1250.0,2028,2053,2026.0,stylised_capacity_payment,105
peaker-a-2026,peaker-a,peaker,1600.0,2027,2047,2026.0,stylised_capacity_payment,105
solar-a-2026,solar-a,solar,2000.0,2027,2052,2026.0,stylised_capacity_payment,105
wind-a-2026,wind-a,wind,1250.0,2028,2053,2026.0,stylised_capacity_payment,105
wind-b-2026,wind-b,wind,500.0,2028,2053,2026.0,stylised_capacity_payment,105
